Usage_ID,Report_Name,Viewer_Role,Workspace,View_Date,Views
5092,Student Success & Risk,Student Services,Certified,2024-01-30,9
5093,Student Success & Risk,Executive,Self-Service,2024-01-08,3
5094,Student Success & Risk,Dean,Self-Service,2024-12-06,4
5095,Faculty Performance,Student Services,Executive,2024-01-08,3
5096,Faculty Performance,Planning Office,Certified,2024-08-26,7
5097,Access & Equity,Student Services,Certified,2024-07-09,6
5098,Student Success & Risk,Planning Office,Self-Service,2024-05-07,8
5099,Access & Equity,Planning Office,Executive,2024-01-11,3
5100,Student Success & Risk,Faculty Analyst,Certified,2024-09-12,3
5101,Access & Equity,Executive,Certified,2024-08-20,2
5102,Access & Equity,Student Services,Certified,2024-07-04,3
5103,Institutional Benchmark,Executive,Self-Service,2024-04-30,8
5104,Access & Equity,Planning Office,Certified,2024-06-15,2
5105,Faculty Performance,Faculty Analyst,Certified,2024-05-23,5
5106,Access & Equity,Executive,Self-Service,2024-11-22,4
5107,Student Success & Risk,Dean,Certified,2024-12-17,3
5108,Access & Equity,Planning Office,Certified,2024-04-10,3
5109,Executive Enrolment Dashboard,Dean,Certified,2024-01-22,3
5110,Student Success & Risk,Executive,Certified,2024-07-17,2
5111,Executive Enrolment Dashboard,Executive,Certified,2024-09-25,4
5112,Student Success & Risk,Executive,Certified,2024-03-22,5
5113,Faculty Performance,Student Services,Certified,2024-06-18,3
5114,Faculty Performance,Planning Office,Self-Service,2024-01-13,3
5115,Faculty Performance,Planning Office,Certified,2024-07-15,5
5116,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-04-04,3
5117,Institutional Benchmark,Student Services,Certified,2024-09-23,4
5118,Student Success & Risk,Executive,Certified,2024-11-14,6
5119,Faculty Performance,Executive,Executive,2024-12-23,4
5120,Student Success & Risk,Dean,Certified,2024-02-20,3
5121,Executive Enrolment Dashboard,Student Services,Certified,2024-07-06,2
5122,Institutional Benchmark,Faculty Analyst,Executive,2024-10-29,3
5123,Executive Enrolment Dashboard,Student Services,Self-Service,2024-01-04,6
5124,Student Success & Risk,Dean,Self-Service,2024-09-19,2
5125,Institutional Benchmark,Dean,Self-Service,2024-12-08,4
5126,Institutional Benchmark,Dean,Certified,2024-01-31,9
5127,Executive Enrolment Dashboard,Executive,Executive,2024-04-27,3
5128,Faculty Performance,Faculty Analyst,Executive,2024-07-27,7
5129,Student Success & Risk,Dean,Certified,2024-07-20,5
5130,Access & Equity,Planning Office,Self-Service,2024-03-26,4
5131,Access & Equity,Executive,Certified,2024-01-30,7
5132,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-06-05,3
5133,Student Success & Risk,Planning Office,Certified,2024-07-27,7
5134,Student Success & Risk,Faculty Analyst,Certified,2024-02-12,4
5135,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-03-25,2
5136,Student Success & Risk,Planning Office,Certified,2024-06-24,2
5137,Faculty Performance,Student Services,Certified,2024-08-18,6
5138,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-12-25,2
5139,Faculty Performance,Student Services,Self-Service,2024-05-29,4
5140,Student Success & Risk,Faculty Analyst,Executive,2024-11-14,3
5141,Executive Enrolment Dashboard,Planning Office,Certified,2024-09-16,4
5142,Student Success & Risk,Faculty Analyst,Executive,2024-12-11,5
5143,Executive Enrolment Dashboard,Dean,Certified,2024-01-03,3
5144,Student Success & Risk,Dean,Self-Service,2024-12-02,4
5145,Faculty Performance,Faculty Analyst,Certified,2024-08-22,4
5146,Faculty Performance,Planning Office,Executive,2024-12-04,8
5147,Student Success & Risk,Planning Office,Self-Service,2024-03-22,2
5148,Executive Enrolment Dashboard,Executive,Certified,2024-09-08,5
5149,Access & Equity,Planning Office,Certified,2024-11-02,3
5150,Faculty Performance,Student Services,Executive,2024-06-02,6
5151,Faculty Performance,Faculty Analyst,Self-Service,2024-10-17,3
5152,Access & Equity,Dean,Certified,2024-12-01,4
5153,Student Success & Risk,Planning Office,Certified,2024-09-27,1
5154,Executive Enrolment Dashboard,Dean,Self-Service,2024-06-22,3
5155,Student Success & Risk,Executive,Executive,2024-01-24,5
5156,Institutional Benchmark,Faculty Analyst,Certified,2024-01-02,4
5157,Faculty Performance,Planning Office,Executive,2024-07-05,4
5158,Institutional Benchmark,Dean,Certified,2024-06-12,5
5159,Faculty Performance,Planning Office,Executive,2024-02-14,2
5160,Faculty Performance,Executive,Self-Service,2024-12-16,2
5161,Institutional Benchmark,Dean,Certified,2024-04-03,4
5162,Institutional Benchmark,Dean,Certified,2024-07-22,3
5163,Student Success & Risk,Faculty Analyst,Self-Service,2024-05-02,5
5164,Institutional Benchmark,Faculty Analyst,Self-Service,2024-02-06,4
5165,Student Success & Risk,Dean,Executive,2024-04-27,3
5166,Student Success & Risk,Faculty Analyst,Self-Service,2024-12-06,2
5167,Student Success & Risk,Dean,Certified,2024-05-19,2
5168,Faculty Performance,Student Services,Executive,2024-05-01,4
5169,Faculty Performance,Planning Office,Self-Service,2024-08-19,6
5170,Institutional Benchmark,Student Services,Self-Service,2024-08-16,3
5171,Faculty Performance,Student Services,Self-Service,2024-08-15,6
5172,Institutional Benchmark,Planning Office,Executive,2024-11-23,4
5173,Faculty Performance,Dean,Certified,2024-08-06,3
5174,Executive Enrolment Dashboard,Dean,Self-Service,2024-06-03,2
5175,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-12-21,3
5176,Institutional Benchmark,Executive,Certified,2024-01-07,4
5177,Faculty Performance,Dean,Certified,2024-01-03,7
5178,Faculty Performance,Planning Office,Self-Service,2024-01-04,5
5179,Student Success & Risk,Executive,Certified,2024-08-03,6
5180,Access & Equity,Planning Office,Certified,2024-09-20,5
5181,Institutional Benchmark,Planning Office,Certified,2024-02-14,5
5182,Access & Equity,Planning Office,Certified,2024-07-23,2
5183,Access & Equity,Executive,Self-Service,2024-07-19,3
5184,Institutional Benchmark,Student Services,Certified,2024-09-06,4
5185,Faculty Performance,Planning Office,Certified,2024-07-30,8
5186,Institutional Benchmark,Faculty Analyst,Certified,2024-05-12,5
5187,Access & Equity,Dean,Certified,2024-06-22,4
5188,Faculty Performance,Dean,Certified,2024-03-09,1
5189,Executive Enrolment Dashboard,Dean,Executive,2024-10-17,2
5190,Institutional Benchmark,Executive,Self-Service,2024-05-22,5
5191,Institutional Benchmark,Faculty Analyst,Certified,2024-01-17,3
5192,Faculty Performance,Faculty Analyst,Certified,2024-11-27,1
5193,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-09-04,8
5194,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-08-15,5
5195,Faculty Performance,Faculty Analyst,Self-Service,2024-06-19,3
5196,Student Success & Risk,Student Services,Self-Service,2024-11-30,2
5197,Institutional Benchmark,Faculty Analyst,Self-Service,2024-07-24,1
5198,Institutional Benchmark,Faculty Analyst,Executive,2024-03-31,4
5199,Access & Equity,Executive,Certified,2024-04-23,2
5200,Faculty Performance,Executive,Certified,2024-01-22,3
5201,Access & Equity,Faculty Analyst,Self-Service,2024-05-16,7
5202,Access & Equity,Student Services,Executive,2024-10-29,2
5203,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-07-31,6
5204,Institutional Benchmark,Faculty Analyst,Self-Service,2024-01-03,3
5205,Access & Equity,Faculty Analyst,Executive,2024-10-13,4
5206,Executive Enrolment Dashboard,Planning Office,Certified,2024-01-13,4
5207,Faculty Performance,Student Services,Certified,2024-01-02,5
5208,Access & Equity,Dean,Certified,2024-09-19,1
5209,Institutional Benchmark,Faculty Analyst,Certified,2024-10-11,2
5210,Access & Equity,Dean,Self-Service,2024-05-11,3
5211,Faculty Performance,Student Services,Executive,2024-12-09,2
5212,Access & Equity,Faculty Analyst,Self-Service,2024-08-21,3
5213,Institutional Benchmark,Dean,Self-Service,2024-08-30,3
5214,Executive Enrolment Dashboard,Dean,Certified,2024-06-21,1
5215,Institutional Benchmark,Student Services,Self-Service,2024-09-20,3
5216,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-02-11,1
5217,Student Success & Risk,Planning Office,Self-Service,2024-05-24,4
5218,Institutional Benchmark,Student Services,Certified,2024-12-05,5
5219,Institutional Benchmark,Planning Office,Self-Service,2024-11-20,4
5220,Faculty Performance,Faculty Analyst,Certified,2024-12-20,5
5221,Access & Equity,Dean,Self-Service,2024-10-23,3
5222,Executive Enrolment Dashboard,Student Services,Certified,2024-02-23,6
5223,Executive Enrolment Dashboard,Student Services,Certified,2024-06-08,4
5224,Faculty Performance,Student Services,Certified,2024-08-10,8
5225,Faculty Performance,Executive,Self-Service,2024-08-10,3
5226,Access & Equity,Faculty Analyst,Self-Service,2024-02-12,3
5227,Access & Equity,Executive,Executive,2024-03-09,6
5228,Institutional Benchmark,Student Services,Self-Service,2024-04-09,4
5229,Student Success & Risk,Student Services,Certified,2024-07-22,4
5230,Access & Equity,Planning Office,Self-Service,2024-07-26,3
5231,Faculty Performance,Executive,Certified,2024-09-28,2
5232,Access & Equity,Dean,Certified,2024-06-09,2
5233,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-06-02,5
5234,Student Success & Risk,Dean,Certified,2024-10-05,7
5235,Institutional Benchmark,Dean,Certified,2024-03-29,3
5236,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-06-30,3
5237,Executive Enrolment Dashboard,Student Services,Self-Service,2024-12-05,7
5238,Student Success & Risk,Planning Office,Self-Service,2024-02-16,5
5239,Institutional Benchmark,Student Services,Certified,2024-08-31,8
5240,Faculty Performance,Student Services,Executive,2024-09-05,3
5241,Institutional Benchmark,Executive,Self-Service,2024-08-28,1
5242,Access & Equity,Dean,Self-Service,2024-04-27,6
5243,Executive Enrolment Dashboard,Dean,Self-Service,2024-06-12,4
5244,Access & Equity,Dean,Self-Service,2024-10-17,4
5245,Faculty Performance,Planning Office,Certified,2024-06-19,3
5246,Access & Equity,Planning Office,Self-Service,2024-01-05,3
5247,Institutional Benchmark,Planning Office,Self-Service,2024-09-16,5
5248,Access & Equity,Faculty Analyst,Certified,2024-02-27,7
5249,Faculty Performance,Planning Office,Self-Service,2024-07-18,4
5250,Faculty Performance,Executive,Self-Service,2024-12-28,5
5251,Faculty Performance,Executive,Self-Service,2024-05-17,9
5252,Institutional Benchmark,Student Services,Certified,2024-11-13,4
5253,Faculty Performance,Student Services,Certified,2024-08-24,5
5254,Executive Enrolment Dashboard,Student Services,Certified,2024-05-27,1
5255,Faculty Performance,Student Services,Self-Service,2024-10-14,6
5256,Access & Equity,Executive,Certified,2024-10-30,4
5257,Access & Equity,Student Services,Certified,2024-08-06,4
5258,Access & Equity,Executive,Executive,2024-06-25,2
5259,Institutional Benchmark,Planning Office,Certified,2024-10-08,5
5260,Access & Equity,Planning Office,Self-Service,2024-06-11,5
5261,Institutional Benchmark,Faculty Analyst,Executive,2024-10-10,7
5262,Institutional Benchmark,Student Services,Self-Service,2024-11-16,3
5263,Faculty Performance,Planning Office,Self-Service,2024-07-04,3
5264,Executive Enrolment Dashboard,Planning Office,Executive,2024-01-06,2
5265,Faculty Performance,Dean,Executive,2024-02-19,3
5266,Faculty Performance,Dean,Self-Service,2024-10-31,1
5267,Institutional Benchmark,Executive,Certified,2024-02-15,4
5268,Institutional Benchmark,Faculty Analyst,Certified,2024-08-04,3
5269,Access & Equity,Dean,Self-Service,2024-07-27,1
5270,Access & Equity,Faculty Analyst,Executive,2024-12-11,5
5271,Faculty Performance,Planning Office,Self-Service,2024-04-05,3
5272,Student Success & Risk,Executive,Self-Service,2024-01-25,3
5273,Student Success & Risk,Faculty Analyst,Certified,2024-12-17,4
5274,Access & Equity,Dean,Certified,2024-05-04,2
5275,Student Success & Risk,Planning Office,Certified,2024-12-26,2
5276,Access & Equity,Student Services,Self-Service,2024-03-03,7
5277,Institutional Benchmark,Planning Office,Certified,2024-12-04,3
5278,Faculty Performance,Dean,Certified,2024-11-17,1
5279,Executive Enrolment Dashboard,Dean,Self-Service,2024-06-11,7
5280,Faculty Performance,Student Services,Certified,2024-12-01,3
5281,Access & Equity,Planning Office,Executive,2024-10-15,5
5282,Access & Equity,Faculty Analyst,Certified,2024-08-30,2
5283,Faculty Performance,Faculty Analyst,Executive,2024-11-01,4
5284,Access & Equity,Planning Office,Certified,2024-05-31,6
5285,Student Success & Risk,Faculty Analyst,Certified,2024-04-04,3
5286,Student Success & Risk,Planning Office,Self-Service,2024-12-02,5
5287,Access & Equity,Planning Office,Executive,2024-04-06,2
5288,Access & Equity,Dean,Certified,2024-10-19,3
5289,Student Success & Risk,Executive,Self-Service,2024-12-21,6
5290,Access & Equity,Dean,Executive,2024-03-03,5
5291,Access & Equity,Faculty Analyst,Certified,2024-09-04,2
5292,Faculty Performance,Executive,Self-Service,2024-11-14,2
5293,Executive Enrolment Dashboard,Planning Office,Certified,2024-10-01,2
5294,Student Success & Risk,Faculty Analyst,Certified,2024-02-08,3
5295,Faculty Performance,Student Services,Certified,2024-04-13,6
5296,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-03-23,4
5297,Access & Equity,Executive,Certified,2024-07-18,4
5298,Access & Equity,Executive,Certified,2024-04-14,1
5299,Faculty Performance,Planning Office,Certified,2024-06-27,3
5300,Access & Equity,Student Services,Self-Service,2024-02-29,2
5301,Institutional Benchmark,Planning Office,Self-Service,2024-09-12,2
5302,Faculty Performance,Student Services,Self-Service,2024-12-03,2
5303,Executive Enrolment Dashboard,Student Services,Certified,2024-07-24,4
5304,Faculty Performance,Planning Office,Executive,2024-07-28,4
5305,Student Success & Risk,Faculty Analyst,Certified,2024-08-16,2
5306,Faculty Performance,Dean,Certified,2024-12-13,7
5307,Access & Equity,Student Services,Self-Service,2024-05-01,5
5308,Access & Equity,Executive,Self-Service,2024-05-03,3
5309,Institutional Benchmark,Planning Office,Certified,2024-12-18,3
5310,Institutional Benchmark,Faculty Analyst,Certified,2024-05-14,8
5311,Institutional Benchmark,Student Services,Self-Service,2024-07-06,5
5312,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-05-12,1
5313,Institutional Benchmark,Planning Office,Certified,2024-03-31,4
5314,Executive Enrolment Dashboard,Executive,Executive,2024-04-11,2
5315,Institutional Benchmark,Student Services,Certified,2024-06-09,6
5316,Executive Enrolment Dashboard,Student Services,Self-Service,2024-12-22,3
5317,Faculty Performance,Faculty Analyst,Certified,2024-05-04,5
5318,Faculty Performance,Planning Office,Certified,2024-10-19,5
5319,Access & Equity,Dean,Certified,2024-05-22,6
5320,Executive Enrolment Dashboard,Student Services,Self-Service,2024-09-29,2
5321,Student Success & Risk,Executive,Certified,2024-02-06,5
5322,Access & Equity,Student Services,Self-Service,2024-09-15,3
5323,Faculty Performance,Student Services,Executive,2024-06-02,6
5324,Executive Enrolment Dashboard,Dean,Self-Service,2024-04-13,4
5325,Institutional Benchmark,Dean,Certified,2024-04-30,4
5326,Student Success & Risk,Planning Office,Certified,2024-10-27,4
5327,Faculty Performance,Student Services,Certified,2024-05-13,2
5328,Access & Equity,Student Services,Certified,2024-04-08,2
5329,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-08-03,6
5330,Student Success & Risk,Faculty Analyst,Executive,2024-08-30,2
5331,Executive Enrolment Dashboard,Executive,Certified,2024-08-18,2
5332,Institutional Benchmark,Executive,Certified,2024-08-13,3
5333,Access & Equity,Faculty Analyst,Executive,2024-01-13,6
5334,Executive Enrolment Dashboard,Executive,Self-Service,2024-11-08,4
5335,Faculty Performance,Student Services,Certified,2024-08-22,5
5336,Access & Equity,Dean,Certified,2024-11-24,4
5337,Faculty Performance,Student Services,Certified,2024-03-23,2
5338,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-08-30,7
5339,Access & Equity,Planning Office,Certified,2024-08-11,1
5340,Faculty Performance,Planning Office,Self-Service,2024-12-06,7
5341,Institutional Benchmark,Faculty Analyst,Certified,2024-08-11,3
5342,Institutional Benchmark,Student Services,Executive,2024-07-03,4
5343,Executive Enrolment Dashboard,Executive,Certified,2024-06-22,3
5344,Access & Equity,Executive,Certified,2024-09-24,3
5345,Student Success & Risk,Planning Office,Certified,2024-04-06,4
5346,Access & Equity,Faculty Analyst,Self-Service,2024-11-16,4
5347,Institutional Benchmark,Faculty Analyst,Certified,2024-10-31,1
5348,Faculty Performance,Dean,Self-Service,2024-05-06,1
5349,Student Success & Risk,Planning Office,Certified,2024-08-02,2
5350,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-01-28,3
5351,Student Success & Risk,Dean,Certified,2024-02-19,5
5352,Executive Enrolment Dashboard,Executive,Self-Service,2024-09-24,5
5353,Student Success & Risk,Planning Office,Certified,2024-03-23,4
5354,Executive Enrolment Dashboard,Planning Office,Certified,2024-08-31,5
5355,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-08-12,2
5356,Student Success & Risk,Faculty Analyst,Certified,2024-01-18,3
5357,Student Success & Risk,Student Services,Certified,2024-08-13,4
5358,Executive Enrolment Dashboard,Executive,Certified,2024-12-28,2
5359,Institutional Benchmark,Executive,Certified,2024-04-20,6
5360,Student Success & Risk,Dean,Self-Service,2024-11-19,2
5361,Access & Equity,Dean,Certified,2024-03-16,5
5362,Faculty Performance,Student Services,Certified,2024-01-23,3
5363,Executive Enrolment Dashboard,Executive,Self-Service,2024-06-04,3
5364,Executive Enrolment Dashboard,Dean,Certified,2024-07-21,3
5365,Faculty Performance,Executive,Self-Service,2024-08-07,1
5366,Institutional Benchmark,Executive,Certified,2024-02-09,3
5367,Faculty Performance,Dean,Self-Service,2024-04-07,2
5368,Student Success & Risk,Faculty Analyst,Self-Service,2024-10-30,4
5369,Faculty Performance,Faculty Analyst,Self-Service,2024-06-10,2
5370,Executive Enrolment Dashboard,Dean,Executive,2024-07-31,4
5371,Faculty Performance,Student Services,Self-Service,2024-04-01,3
5372,Access & Equity,Planning Office,Self-Service,2024-07-08,4
5373,Student Success & Risk,Executive,Certified,2024-06-10,5
5374,Faculty Performance,Planning Office,Certified,2024-02-26,2
5375,Executive Enrolment Dashboard,Dean,Executive,2024-08-20,6
5376,Student Success & Risk,Executive,Executive,2024-01-29,4
5377,Executive Enrolment Dashboard,Planning Office,Certified,2024-12-11,3
5378,Institutional Benchmark,Faculty Analyst,Certified,2024-07-23,6
5379,Access & Equity,Student Services,Executive,2024-05-03,7
5380,Institutional Benchmark,Planning Office,Certified,2024-12-19,3
5381,Access & Equity,Student Services,Certified,2024-01-08,3
5382,Faculty Performance,Faculty Analyst,Self-Service,2024-12-14,5
5383,Student Success & Risk,Planning Office,Certified,2024-04-16,4
5384,Faculty Performance,Dean,Certified,2024-12-25,4
5385,Access & Equity,Executive,Self-Service,2024-04-01,5
5386,Access & Equity,Faculty Analyst,Certified,2024-06-06,5
5387,Access & Equity,Student Services,Executive,2024-12-08,2
5388,Executive Enrolment Dashboard,Student Services,Executive,2024-12-14,8
5389,Student Success & Risk,Faculty Analyst,Self-Service,2024-03-24,2
5390,Faculty Performance,Dean,Executive,2024-12-02,2
5391,Faculty Performance,Dean,Certified,2024-02-08,5
5392,Institutional Benchmark,Student Services,Self-Service,2024-02-02,3
5393,Access & Equity,Faculty Analyst,Self-Service,2024-11-29,4
5394,Access & Equity,Faculty Analyst,Certified,2024-10-13,2
5395,Access & Equity,Executive,Certified,2024-07-26,5
5396,Faculty Performance,Student Services,Self-Service,2024-10-03,4
5397,Institutional Benchmark,Dean,Self-Service,2024-06-26,3
5398,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-07-06,6
5399,Student Success & Risk,Dean,Self-Service,2024-08-02,3
5400,Executive Enrolment Dashboard,Dean,Self-Service,2024-12-11,7
5401,Faculty Performance,Planning Office,Self-Service,2024-07-19,5
5402,Access & Equity,Student Services,Certified,2024-11-09,5
5403,Student Success & Risk,Executive,Certified,2024-06-20,4
5404,Faculty Performance,Dean,Self-Service,2024-07-25,4
5405,Faculty Performance,Dean,Certified,2024-10-14,3
5406,Faculty Performance,Student Services,Executive,2024-02-28,3
5407,Student Success & Risk,Student Services,Self-Service,2024-12-24,2
5408,Student Success & Risk,Faculty Analyst,Self-Service,2024-08-23,2
5409,Institutional Benchmark,Student Services,Executive,2024-03-21,4
5410,Institutional Benchmark,Student Services,Self-Service,2024-06-25,5
5411,Executive Enrolment Dashboard,Dean,Certified,2024-11-12,5
5412,Student Success & Risk,Executive,Self-Service,2024-02-09,4
5413,Student Success & Risk,Dean,Certified,2024-03-22,5
5414,Student Success & Risk,Student Services,Certified,2024-06-10,4
5415,Institutional Benchmark,Faculty Analyst,Certified,2024-04-22,8
5416,Faculty Performance,Executive,Self-Service,2024-03-29,6
5417,Access & Equity,Faculty Analyst,Certified,2024-01-12,4
5418,Institutional Benchmark,Planning Office,Certified,2024-12-28,5
5419,Student Success & Risk,Faculty Analyst,Certified,2024-09-21,3
5420,Institutional Benchmark,Faculty Analyst,Certified,2024-08-19,5
5421,Executive Enrolment Dashboard,Student Services,Certified,2024-03-29,3
5422,Student Success & Risk,Student Services,Certified,2024-08-03,5
5423,Executive Enrolment Dashboard,Student Services,Self-Service,2024-02-18,6
5424,Student Success & Risk,Student Services,Certified,2024-09-26,2
5425,Institutional Benchmark,Student Services,Certified,2024-10-30,3
5426,Faculty Performance,Faculty Analyst,Certified,2024-11-08,4
5427,Access & Equity,Planning Office,Self-Service,2024-12-14,3
5428,Executive Enrolment Dashboard,Student Services,Self-Service,2024-02-29,4
5429,Institutional Benchmark,Planning Office,Executive,2024-12-02,5
5430,Faculty Performance,Planning Office,Self-Service,2024-09-02,3
5431,Institutional Benchmark,Dean,Certified,2024-10-25,6
5432,Executive Enrolment Dashboard,Dean,Certified,2024-08-01,6
5433,Access & Equity,Executive,Certified,2024-03-22,5
5434,Institutional Benchmark,Dean,Self-Service,2024-12-12,5
5435,Student Success & Risk,Student Services,Certified,2024-03-04,3
5436,Faculty Performance,Planning Office,Self-Service,2024-09-14,3
5437,Institutional Benchmark,Executive,Certified,2024-09-13,5
5438,Faculty Performance,Dean,Certified,2024-04-27,2
5439,Student Success & Risk,Faculty Analyst,Certified,2024-11-15,3
5440,Access & Equity,Executive,Self-Service,2024-11-23,6
5441,Access & Equity,Student Services,Certified,2024-12-06,3
5442,Student Success & Risk,Planning Office,Self-Service,2024-01-24,4
5443,Faculty Performance,Student Services,Certified,2024-08-23,2
5444,Institutional Benchmark,Student Services,Certified,2024-11-10,7
5445,Student Success & Risk,Faculty Analyst,Certified,2024-04-11,2
5446,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-11-07,2
5447,Faculty Performance,Planning Office,Certified,2024-01-05,4
5448,Access & Equity,Dean,Certified,2024-04-18,3
5449,Student Success & Risk,Student Services,Certified,2024-07-01,4
5450,Access & Equity,Dean,Self-Service,2024-04-28,3
5451,Faculty Performance,Planning Office,Certified,2024-10-18,3
5452,Access & Equity,Student Services,Certified,2024-11-23,3
5453,Student Success & Risk,Dean,Self-Service,2024-12-15,5
5454,Faculty Performance,Student Services,Self-Service,2024-07-01,9
5455,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-05-17,1
5456,Student Success & Risk,Faculty Analyst,Self-Service,2024-03-25,5
5457,Institutional Benchmark,Executive,Self-Service,2024-06-22,7
5458,Student Success & Risk,Planning Office,Certified,2024-02-21,1
5459,Faculty Performance,Dean,Certified,2024-08-13,6
5460,Student Success & Risk,Student Services,Certified,2024-08-13,3
5461,Executive Enrolment Dashboard,Executive,Certified,2024-05-11,3
5462,Executive Enrolment Dashboard,Planning Office,Executive,2024-07-02,7
5463,Institutional Benchmark,Planning Office,Certified,2024-09-23,6
5464,Access & Equity,Planning Office,Certified,2024-04-14,4
5465,Faculty Performance,Dean,Executive,2024-06-26,5
5466,Faculty Performance,Faculty Analyst,Self-Service,2024-07-07,2
5467,Access & Equity,Executive,Self-Service,2024-05-30,3
5468,Executive Enrolment Dashboard,Dean,Self-Service,2024-04-22,2
5469,Executive Enrolment Dashboard,Student Services,Self-Service,2024-10-12,2
5470,Student Success & Risk,Dean,Self-Service,2024-05-02,6
5471,Institutional Benchmark,Student Services,Certified,2024-03-28,8
5472,Institutional Benchmark,Student Services,Certified,2024-01-25,4
5473,Institutional Benchmark,Planning Office,Certified,2024-01-30,4
5474,Student Success & Risk,Dean,Certified,2024-06-15,3
5475,Institutional Benchmark,Faculty Analyst,Certified,2024-03-14,6
5476,Access & Equity,Student Services,Self-Service,2024-03-13,3
5477,Student Success & Risk,Planning Office,Certified,2024-04-21,4
5478,Access & Equity,Faculty Analyst,Certified,2024-07-29,4
5479,Student Success & Risk,Dean,Self-Service,2024-06-28,6
5480,Institutional Benchmark,Faculty Analyst,Self-Service,2024-01-05,3
5481,Access & Equity,Dean,Executive,2024-11-27,8
5482,Access & Equity,Student Services,Self-Service,2024-07-20,2
5483,Access & Equity,Executive,Executive,2024-09-12,3
5484,Student Success & Risk,Executive,Self-Service,2024-05-21,4
5485,Faculty Performance,Student Services,Self-Service,2024-01-20,5
5486,Institutional Benchmark,Faculty Analyst,Executive,2024-04-09,1
5487,Access & Equity,Dean,Self-Service,2024-10-07,5
5488,Faculty Performance,Executive,Self-Service,2024-06-17,6
5489,Institutional Benchmark,Dean,Certified,2024-12-31,5
5490,Institutional Benchmark,Student Services,Certified,2024-11-20,3
5491,Access & Equity,Faculty Analyst,Executive,2024-08-20,4
5492,Access & Equity,Dean,Self-Service,2024-03-31,4
5493,Student Success & Risk,Faculty Analyst,Self-Service,2024-09-14,4
5494,Faculty Performance,Executive,Certified,2024-01-28,3
5495,Faculty Performance,Dean,Certified,2024-02-13,3
5496,Access & Equity,Planning Office,Certified,2024-05-20,2
5497,Institutional Benchmark,Executive,Self-Service,2024-03-25,3
5498,Access & Equity,Faculty Analyst,Executive,2024-10-25,5
5499,Institutional Benchmark,Student Services,Certified,2024-11-06,2
5500,Institutional Benchmark,Planning Office,Self-Service,2024-11-15,7
5501,Access & Equity,Dean,Certified,2024-09-24,4
5502,Executive Enrolment Dashboard,Executive,Certified,2024-10-23,3
5503,Faculty Performance,Dean,Certified,2024-02-13,3
5504,Institutional Benchmark,Dean,Self-Service,2024-01-11,3
5505,Institutional Benchmark,Planning Office,Executive,2024-10-01,4
5506,Executive Enrolment Dashboard,Planning Office,Certified,2024-11-11,3
5507,Student Success & Risk,Planning Office,Certified,2024-07-18,5
5508,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-07-17,4
5509,Executive Enrolment Dashboard,Student Services,Certified,2024-04-30,5
5510,Institutional Benchmark,Faculty Analyst,Executive,2024-01-14,3
5511,Faculty Performance,Planning Office,Executive,2024-03-04,2
5512,Executive Enrolment Dashboard,Executive,Certified,2024-08-07,4
5513,Student Success & Risk,Dean,Certified,2024-05-31,4
5514,Access & Equity,Planning Office,Certified,2024-09-02,3
5515,Executive Enrolment Dashboard,Executive,Certified,2024-04-04,5
5516,Executive Enrolment Dashboard,Student Services,Self-Service,2024-09-24,5
5517,Student Success & Risk,Executive,Certified,2024-07-11,3
5518,Faculty Performance,Executive,Executive,2024-02-27,3
5519,Executive Enrolment Dashboard,Student Services,Self-Service,2024-04-03,3
5520,Executive Enrolment Dashboard,Student Services,Executive,2024-10-24,2
5521,Faculty Performance,Dean,Certified,2024-01-01,3
5522,Student Success & Risk,Planning Office,Self-Service,2024-12-27,5
5523,Executive Enrolment Dashboard,Executive,Self-Service,2024-11-23,6
5524,Faculty Performance,Faculty Analyst,Certified,2024-07-24,7
5525,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-07-11,2
5526,Access & Equity,Dean,Executive,2024-08-11,3
5527,Institutional Benchmark,Faculty Analyst,Certified,2024-02-07,2
5528,Access & Equity,Dean,Certified,2024-11-27,3
5529,Executive Enrolment Dashboard,Planning Office,Executive,2024-11-03,2
5530,Student Success & Risk,Dean,Certified,2024-04-20,7
