DQ_Run_ID,Table_Name,Rule_Name,Severity,Issue_Count,Load_Timestamp
1138,dim_institution,Duplicate Keys,Low,2,2024-01-30
1139,dim_student_profile,Outlier Detection,Low,5,2024-10-10
1140,dim_student_profile,Duplicate Keys,High,7,2024-11-24
1141,dim_time,Outlier Detection,Low,2,2024-06-01
1142,dim_time,Missing Values,Medium,5,2024-07-31
1143,fact_student_term,Duplicate Keys,Medium,2,2024-06-27
1144,fact_enrolment_hea,Duplicate Keys,Low,1,2024-10-21
1145,dim_time,Referential Integrity,Medium,6,2024-03-23
1146,dim_student_profile,Outlier Detection,Low,4,2024-07-18
1147,dim_institution,Outlier Detection,Low,7,2024-11-18
1148,dim_student_profile,Duplicate Keys,Low,7,2024-05-08
1149,fact_enrolment_hea,Missing Values,Medium,6,2024-10-20
1150,dim_student_profile,Missing Values,Low,6,2024-07-09
1151,fact_student_term,Missing Values,Medium,6,2024-02-21
1152,fact_enrolment_hea,Outlier Detection,High,7,2024-03-23
1153,dim_institution,Referential Integrity,Low,4,2024-12-06
1154,fact_student_term,Duplicate Keys,Low,9,2024-07-06
1155,fact_enrolment_hea,Invalid Domain,Low,4,2024-01-13
1156,dim_institution,Referential Integrity,Low,6,2024-08-06
1157,fact_student_term,Invalid Domain,Low,7,2024-01-17
1158,fact_student_term,Referential Integrity,Medium,4,2024-08-29
1159,fact_enrolment_hea,Missing Values,High,6,2024-12-05
1160,dim_time,Outlier Detection,High,2,2024-06-06
1161,fact_student_term,Invalid Domain,High,6,2024-06-14
1162,fact_student_term,Referential Integrity,High,4,2024-05-18
1163,dim_institution,Outlier Detection,Low,3,2024-10-20
1164,dim_student_profile,Invalid Domain,Medium,3,2024-01-28
1165,fact_enrolment_hea,Duplicate Keys,High,5,2024-12-24
1166,fact_enrolment_hea,Referential Integrity,Low,3,2024-06-09
1167,dim_time,Duplicate Keys,High,4,2024-06-30
1168,dim_time,Missing Values,Low,3,2024-10-06
1169,fact_enrolment_hea,Duplicate Keys,Medium,6,2024-06-03
1170,dim_time,Duplicate Keys,Medium,9,2024-10-28
1171,dim_institution,Referential Integrity,High,5,2024-08-01
1172,fact_enrolment_hea,Missing Values,Low,6,2024-12-05
1173,dim_time,Duplicate Keys,Medium,4,2024-12-18
1174,fact_enrolment_hea,Outlier Detection,Low,3,2024-03-09
1175,dim_student_profile,Invalid Domain,Low,9,2024-11-20
1176,fact_student_term,Duplicate Keys,Medium,3,2024-10-21
1177,fact_enrolment_hea,Missing Values,Medium,9,2024-07-27
1178,fact_student_term,Duplicate Keys,Medium,4,2024-06-05
1179,dim_time,Invalid Domain,Low,8,2024-03-15
1180,fact_student_term,Missing Values,Low,3,2024-12-07
1181,fact_enrolment_hea,Referential Integrity,Medium,3,2024-10-13
1182,dim_student_profile,Missing Values,Low,5,2024-08-18
1183,dim_time,Referential Integrity,Low,8,2024-03-05
1184,fact_enrolment_hea,Missing Values,High,3,2024-09-27
1185,dim_time,Invalid Domain,Low,4,2024-03-23
1186,dim_institution,Invalid Domain,Medium,8,2024-03-14
1187,fact_student_term,Missing Values,Low,3,2024-09-21
1188,dim_institution,Duplicate Keys,Low,3,2024-09-25
1189,fact_enrolment_hea,Invalid Domain,Low,2,2024-10-27
1190,dim_student_profile,Referential Integrity,Low,7,2024-03-30
1191,dim_time,Referential Integrity,Low,2,2024-12-25
1192,fact_student_term,Outlier Detection,Low,6,2024-10-26
1193,dim_time,Referential Integrity,Low,5,2024-01-02
1194,fact_enrolment_hea,Outlier Detection,Low,6,2024-06-24
1195,dim_time,Missing Values,Low,2,2024-05-04
1196,fact_student_term,Missing Values,Low,10,2024-09-24
1197,fact_enrolment_hea,Missing Values,Low,3,2024-08-02
1198,dim_time,Duplicate Keys,High,6,2024-03-07
1199,dim_student_profile,Duplicate Keys,Medium,5,2024-06-26
1200,fact_enrolment_hea,Outlier Detection,Medium,7,2024-09-23
1201,fact_enrolment_hea,Referential Integrity,Low,6,2024-01-05
1202,dim_student_profile,Referential Integrity,High,7,2024-10-27
1203,dim_institution,Missing Values,Medium,4,2024-07-20
1204,fact_student_term,Invalid Domain,Medium,7,2024-04-26
1205,dim_institution,Duplicate Keys,Low,2,2024-12-01
1206,dim_time,Duplicate Keys,High,6,2024-12-15
1207,dim_student_profile,Missing Values,Medium,7,2024-08-19
1208,dim_institution,Duplicate Keys,High,5,2024-03-24
1209,fact_enrolment_hea,Missing Values,Low,4,2024-03-29
1210,dim_time,Outlier Detection,Low,5,2024-08-14
1211,dim_time,Referential Integrity,Low,2,2024-04-20
1212,dim_institution,Invalid Domain,Low,8,2024-11-18
1213,dim_institution,Referential Integrity,High,5,2024-01-12
1214,dim_student_profile,Referential Integrity,Low,6,2024-01-27
1215,fact_student_term,Outlier Detection,Low,5,2024-04-14
1216,dim_institution,Duplicate Keys,Low,6,2024-03-26
1217,dim_institution,Invalid Domain,Low,8,2024-06-04
1218,fact_enrolment_hea,Duplicate Keys,Low,7,2024-07-17
1219,dim_time,Referential Integrity,Medium,0,2024-05-16
1220,fact_student_term,Missing Values,Medium,4,2024-01-31
1221,fact_enrolment_hea,Referential Integrity,Low,7,2024-06-12
1222,dim_student_profile,Duplicate Keys,Low,7,2024-04-22
1223,dim_student_profile,Referential Integrity,Low,2,2024-12-26
1224,dim_institution,Missing Values,Low,3,2024-09-27
1225,dim_institution,Outlier Detection,Medium,9,2024-12-18
1226,dim_student_profile,Duplicate Keys,Medium,7,2024-10-13
1227,dim_institution,Referential Integrity,Medium,8,2024-09-14
1228,fact_student_term,Duplicate Keys,Medium,4,2024-07-19
1229,dim_institution,Outlier Detection,Low,2,2024-10-25
1230,dim_time,Referential Integrity,High,6,2024-01-01
1231,dim_institution,Referential Integrity,Medium,2,2024-07-29
1232,fact_enrolment_hea,Duplicate Keys,High,4,2024-09-21
1233,fact_student_term,Duplicate Keys,Low,9,2024-07-06
1234,fact_enrolment_hea,Missing Values,High,4,2024-12-22
1235,fact_enrolment_hea,Outlier Detection,Medium,3,2024-08-28
1236,dim_time,Missing Values,Medium,4,2024-07-11
1237,fact_student_term,Referential Integrity,Low,2,2024-04-19
1238,fact_student_term,Duplicate Keys,Medium,7,2024-04-20
1239,fact_student_term,Referential Integrity,High,7,2024-03-05
1240,fact_student_term,Referential Integrity,Medium,2,2024-03-05
1241,fact_student_term,Invalid Domain,Medium,4,2024-11-12
1242,dim_time,Invalid Domain,High,4,2024-08-22
1243,dim_institution,Referential Integrity,Low,5,2024-04-04
1244,fact_enrolment_hea,Duplicate Keys,Medium,6,2024-07-15
1245,fact_student_term,Referential Integrity,Low,6,2024-10-17
1246,dim_institution,Invalid Domain,High,8,2024-07-14
1247,dim_institution,Duplicate Keys,Low,4,2024-02-07
1248,fact_enrolment_hea,Referential Integrity,Low,1,2024-02-08
1249,dim_time,Outlier Detection,Medium,4,2024-05-28
1250,dim_student_profile,Outlier Detection,Medium,6,2024-06-12
1251,dim_student_profile,Referential Integrity,Medium,3,2024-12-31
1252,dim_institution,Duplicate Keys,High,4,2024-08-07
1253,fact_enrolment_hea,Referential Integrity,High,1,2024-10-02
1254,dim_student_profile,Referential Integrity,Low,7,2024-02-12
1255,dim_institution,Invalid Domain,Low,2,2024-08-25
1256,dim_time,Outlier Detection,Low,9,2024-06-11
1257,dim_student_profile,Invalid Domain,Low,6,2024-11-15
1258,dim_institution,Invalid Domain,Low,5,2024-04-16
1259,dim_institution,Referential Integrity,High,10,2024-10-14
1260,fact_student_term,Invalid Domain,Medium,7,2024-10-18
1261,dim_time,Outlier Detection,Low,5,2024-04-14
1262,fact_student_term,Invalid Domain,Low,4,2024-03-09
1263,fact_enrolment_hea,Outlier Detection,Medium,11,2024-04-18
1264,fact_student_term,Invalid Domain,Low,4,2024-06-28
1265,fact_student_term,Outlier Detection,Low,3,2024-05-11
1266,dim_student_profile,Invalid Domain,High,1,2024-01-07
1267,dim_institution,Invalid Domain,High,7,2024-12-05
1268,dim_time,Duplicate Keys,Low,5,2024-05-28
1269,fact_student_term,Outlier Detection,High,7,2024-07-03
1270,dim_time,Outlier Detection,Low,5,2024-06-04
1271,fact_student_term,Outlier Detection,Medium,2,2024-10-16
1272,fact_enrolment_hea,Missing Values,Low,5,2024-09-01
1273,fact_student_term,Invalid Domain,Low,9,2024-09-28
1274,dim_student_profile,Outlier Detection,High,11,2024-02-07
1275,dim_institution,Missing Values,Low,6,2024-04-24
1276,fact_enrolment_hea,Duplicate Keys,Medium,6,2024-12-02
1277,fact_student_term,Outlier Detection,Low,3,2024-04-28
1278,dim_time,Outlier Detection,Low,8,2024-05-11
1279,fact_enrolment_hea,Missing Values,Low,3,2024-02-25
1280,fact_enrolment_hea,Invalid Domain,Low,8,2024-04-29
1281,fact_student_term,Duplicate Keys,Medium,7,2024-02-19
1282,fact_enrolment_hea,Outlier Detection,Low,6,2024-12-30
1283,dim_time,Invalid Domain,Medium,6,2024-12-27
1284,fact_enrolment_hea,Duplicate Keys,Medium,3,2024-03-22
1285,dim_time,Referential Integrity,Medium,7,2024-02-18
1286,fact_student_term,Referential Integrity,Low,4,2024-02-17
1287,dim_institution,Duplicate Keys,High,4,2024-05-13
1288,fact_enrolment_hea,Missing Values,Low,10,2024-08-25
1289,dim_institution,Duplicate Keys,Low,6,2024-11-30
1290,dim_time,Duplicate Keys,Low,2,2024-06-21
1291,fact_enrolment_hea,Missing Values,Low,4,2024-05-24
1292,dim_student_profile,Missing Values,Low,3,2024-07-05
1293,dim_institution,Invalid Domain,Medium,9,2024-04-29
1294,fact_enrolment_hea,Invalid Domain,Low,6,2024-07-02
1295,dim_institution,Missing Values,Low,3,2024-12-22
1296,fact_enrolment_hea,Referential Integrity,Medium,7,2024-12-28
1297,fact_student_term,Referential Integrity,Low,5,2024-03-19
1298,dim_institution,Duplicate Keys,Low,7,2024-06-11
1299,dim_student_profile,Outlier Detection,Low,7,2024-01-08
1300,dim_student_profile,Duplicate Keys,Medium,2,2024-04-08
1301,dim_time,Duplicate Keys,Low,7,2024-11-12
1302,fact_enrolment_hea,Outlier Detection,Low,3,2024-12-21
1303,dim_institution,Missing Values,Low,7,2024-01-27
1304,dim_time,Referential Integrity,Medium,5,2024-10-02
1305,dim_institution,Duplicate Keys,Medium,8,2024-11-08
1306,fact_enrolment_hea,Outlier Detection,Medium,3,2024-10-05
1307,dim_student_profile,Invalid Domain,Low,7,2024-12-21
1308,fact_student_term,Duplicate Keys,Low,4,2024-07-22
1309,dim_student_profile,Referential Integrity,Low,3,2024-06-08
1310,dim_time,Missing Values,Low,3,2024-06-26
1311,fact_student_term,Duplicate Keys,Low,2,2024-07-10
1312,dim_time,Duplicate Keys,Low,9,2024-02-09
1313,fact_enrolment_hea,Outlier Detection,Low,10,2024-12-25
1314,fact_student_term,Invalid Domain,Medium,7,2024-08-23
1315,dim_time,Invalid Domain,Low,7,2024-02-02
1316,fact_enrolment_hea,Missing Values,Medium,4,2024-01-29
1317,dim_student_profile,Referential Integrity,Low,4,2024-02-02
1318,fact_enrolment_hea,Missing Values,Low,5,2024-04-09
1319,dim_institution,Duplicate Keys,Low,3,2024-05-24
1320,fact_enrolment_hea,Duplicate Keys,Low,7,2024-11-25
1321,fact_enrolment_hea,Invalid Domain,Low,4,2024-03-05
1322,dim_institution,Referential Integrity,Low,4,2024-05-01
1323,dim_time,Outlier Detection,High,4,2024-02-12
1324,dim_time,Referential Integrity,Medium,8,2024-07-27
1325,fact_enrolment_hea,Duplicate Keys,Low,5,2024-08-17
1326,dim_institution,Outlier Detection,Medium,3,2024-05-06
1327,dim_institution,Referential Integrity,Medium,11,2024-12-21
1328,dim_student_profile,Referential Integrity,Medium,7,2024-07-04
1329,dim_time,Outlier Detection,Medium,5,2024-08-24
1330,fact_student_term,Duplicate Keys,Low,6,2024-03-31
1331,dim_time,Referential Integrity,Low,2,2024-02-12
1332,dim_time,Outlier Detection,Low,1,2024-02-15
1333,dim_student_profile,Duplicate Keys,Low,3,2024-01-25
1334,fact_student_term,Outlier Detection,Low,5,2024-12-19
1335,dim_student_profile,Outlier Detection,Medium,7,2024-07-13
1336,fact_student_term,Referential Integrity,High,3,2024-12-14
1337,fact_enrolment_hea,Duplicate Keys,High,4,2024-04-08
1338,fact_student_term,Referential Integrity,High,2,2024-09-12
1339,dim_student_profile,Missing Values,Medium,5,2024-12-26
1340,dim_time,Missing Values,High,2,2024-11-25
1341,fact_student_term,Duplicate Keys,Low,5,2024-10-20
1342,fact_student_term,Outlier Detection,Low,7,2024-09-02
1343,dim_institution,Referential Integrity,Low,3,2024-06-14
1344,dim_time,Referential Integrity,Medium,6,2024-09-13
1345,fact_enrolment_hea,Duplicate Keys,Low,3,2024-11-05
1346,dim_student_profile,Duplicate Keys,Medium,10,2024-12-17
1347,fact_enrolment_hea,Missing Values,Low,5,2024-10-04
1348,dim_time,Invalid Domain,Low,3,2024-07-07
1349,fact_student_term,Duplicate Keys,Medium,7,2024-07-04
1350,fact_student_term,Invalid Domain,Low,3,2024-06-30
1351,dim_time,Duplicate Keys,Low,5,2024-10-01
1352,fact_student_term,Outlier Detection,Low,4,2024-08-14
1353,fact_student_term,Outlier Detection,Low,7,2024-02-03
1354,fact_student_term,Missing Values,Medium,4,2024-07-25
1355,dim_student_profile,Missing Values,Low,4,2024-02-13
1356,dim_student_profile,Invalid Domain,Medium,3,2024-09-01
1357,dim_institution,Duplicate Keys,Low,6,2024-09-10
1358,fact_enrolment_hea,Referential Integrity,Medium,10,2024-04-18
1359,dim_time,Missing Values,Low,3,2024-11-18
1360,dim_time,Referential Integrity,Medium,5,2024-04-23
1361,dim_time,Referential Integrity,Medium,4,2024-10-04
1362,dim_institution,Duplicate Keys,Low,5,2024-08-24
1363,dim_student_profile,Invalid Domain,High,2,2024-01-29
1364,dim_institution,Duplicate Keys,Medium,3,2024-08-09
1365,dim_time,Missing Values,Low,4,2024-11-13
1366,fact_enrolment_hea,Referential Integrity,Low,6,2024-09-27
1367,fact_student_term,Duplicate Keys,High,7,2024-08-29
1368,dim_student_profile,Duplicate Keys,Medium,4,2024-04-06
1369,dim_student_profile,Duplicate Keys,Low,7,2024-12-08
1370,dim_institution,Missing Values,Low,4,2024-09-19
1371,dim_student_profile,Invalid Domain,Medium,5,2024-12-05
1372,dim_time,Duplicate Keys,Medium,6,2024-01-07
1373,dim_time,Missing Values,Medium,9,2024-09-29
1374,dim_institution,Referential Integrity,Low,3,2024-10-14
1375,dim_time,Outlier Detection,Medium,9,2024-11-30
1376,fact_enrolment_hea,Missing Values,Low,6,2024-07-23
1377,dim_institution,Outlier Detection,Low,2,2024-07-02
1378,fact_enrolment_hea,Duplicate Keys,Medium,9,2024-11-13
1379,fact_student_term,Duplicate Keys,High,4,2024-02-27
1380,fact_enrolment_hea,Missing Values,Low,5,2024-04-20
1381,fact_student_term,Outlier Detection,Low,5,2024-07-04
1382,fact_student_term,Duplicate Keys,Medium,4,2024-05-10
1383,fact_enrolment_hea,Referential Integrity,Low,3,2024-03-29
1384,dim_institution,Invalid Domain,Medium,5,2024-12-01
1385,dim_time,Invalid Domain,Medium,4,2024-04-27
1386,dim_time,Duplicate Keys,Low,3,2024-09-13
1387,fact_student_term,Outlier Detection,High,5,2024-04-19
1388,fact_student_term,Duplicate Keys,Medium,6,2024-03-07
1389,dim_institution,Outlier Detection,High,9,2024-05-27
1390,dim_student_profile,Referential Integrity,Medium,3,2024-08-07
1391,fact_enrolment_hea,Outlier Detection,High,5,2024-08-01
1392,fact_student_term,Duplicate Keys,Low,7,2024-03-02
1393,dim_time,Referential Integrity,Low,5,2024-02-25
1394,dim_institution,Missing Values,High,2,2024-11-07
1395,fact_enrolment_hea,Invalid Domain,Low,5,2024-11-29
1396,dim_institution,Duplicate Keys,Low,7,2024-11-30
1397,fact_enrolment_hea,Duplicate Keys,Medium,8,2024-04-05
1398,fact_enrolment_hea,Duplicate Keys,Medium,2,2024-05-25
1399,fact_student_term,Referential Integrity,Low,3,2024-02-17
1400,dim_institution,Missing Values,High,6,2024-10-20
1401,dim_institution,Outlier Detection,Medium,3,2024-10-04
1402,dim_time,Missing Values,Low,6,2024-07-21
1403,dim_time,Referential Integrity,Medium,10,2024-07-17
1404,fact_student_term,Duplicate Keys,Low,2,2024-11-24
1405,fact_student_term,Invalid Domain,Low,6,2024-05-03
1406,dim_student_profile,Duplicate Keys,Low,5,2024-07-18
1407,dim_time,Outlier Detection,Low,3,2024-03-15
1408,fact_enrolment_hea,Invalid Domain,Low,4,2024-06-05
1409,dim_institution,Duplicate Keys,Medium,5,2024-05-13
1410,fact_student_term,Invalid Domain,Medium,5,2024-11-07
1411,dim_institution,Missing Values,Medium,9,2024-04-29
1412,dim_institution,Referential Integrity,Medium,6,2024-01-12
1413,dim_student_profile,Duplicate Keys,Low,4,2024-08-22
1414,dim_time,Outlier Detection,Low,3,2024-10-21
1415,fact_student_term,Missing Values,High,4,2024-04-17
1416,dim_institution,Duplicate Keys,Low,2,2024-02-02
1417,fact_student_term,Missing Values,Low,5,2024-04-29
1418,fact_enrolment_hea,Outlier Detection,Medium,4,2024-09-12
1419,dim_student_profile,Duplicate Keys,Low,2,2024-03-23
1420,fact_enrolment_hea,Outlier Detection,High,5,2024-06-29
1421,fact_student_term,Invalid Domain,Low,11,2024-08-15
1422,fact_student_term,Outlier Detection,Low,4,2024-10-01
1423,dim_time,Invalid Domain,Low,6,2024-07-04
1424,dim_institution,Duplicate Keys,Medium,2,2024-12-06
1425,dim_institution,Invalid Domain,Low,4,2024-07-29
1426,fact_enrolment_hea,Duplicate Keys,Low,9,2024-09-05
1427,dim_student_profile,Duplicate Keys,High,2,2024-02-12
1428,dim_institution,Referential Integrity,High,5,2024-03-13
1429,dim_time,Duplicate Keys,Low,4,2024-12-07
1430,fact_enrolment_hea,Invalid Domain,Low,5,2024-01-19
1431,fact_enrolment_hea,Referential Integrity,Low,3,2024-06-13
1432,dim_time,Referential Integrity,High,4,2024-09-23
1433,dim_student_profile,Duplicate Keys,High,5,2024-05-07
1434,dim_time,Outlier Detection,Low,7,2024-12-20
1435,dim_student_profile,Outlier Detection,Medium,6,2024-10-27
1436,dim_time,Referential Integrity,Low,5,2024-11-13
1437,dim_time,Duplicate Keys,Low,7,2024-12-16
1438,fact_student_term,Outlier Detection,Low,5,2024-05-21
1439,fact_enrolment_hea,Duplicate Keys,Low,9,2024-02-03
1440,dim_time,Duplicate Keys,Low,5,2024-04-07
1441,dim_time,Referential Integrity,Low,5,2024-07-28
1442,dim_institution,Referential Integrity,Medium,8,2024-11-11
1443,fact_enrolment_hea,Missing Values,Low,4,2024-11-15
1444,dim_institution,Outlier Detection,Medium,2,2024-07-16
1445,fact_enrolment_hea,Outlier Detection,Low,5,2024-09-12
1446,dim_institution,Outlier Detection,Low,3,2024-02-11
1447,dim_time,Invalid Domain,Low,2,2024-04-13
1448,dim_time,Duplicate Keys,Low,5,2024-11-17
1449,fact_student_term,Referential Integrity,Low,8,2024-07-07
1450,dim_institution,Outlier Detection,Low,3,2024-11-17
1451,dim_student_profile,Missing Values,Low,4,2024-12-08
1452,fact_student_term,Outlier Detection,Low,11,2024-03-02
1453,dim_institution,Duplicate Keys,Medium,4,2024-05-22
1454,dim_institution,Duplicate Keys,Medium,7,2024-08-09
1455,fact_student_term,Referential Integrity,Low,1,2024-01-20
1456,dim_time,Invalid Domain,Low,3,2024-10-06
1457,dim_institution,Referential Integrity,Low,2,2024-09-21
1458,dim_time,Outlier Detection,Medium,6,2024-09-04
1459,fact_student_term,Missing Values,Low,3,2024-04-25
1460,dim_time,Referential Integrity,Low,5,2024-09-11
1461,fact_enrolment_hea,Invalid Domain,Low,8,2024-10-23
1462,dim_student_profile,Referential Integrity,High,8,2024-01-13
1463,dim_institution,Duplicate Keys,Low,2,2024-02-15
1464,dim_student_profile,Outlier Detection,Medium,6,2024-11-29
1465,dim_time,Outlier Detection,Low,7,2024-08-29
1466,dim_institution,Outlier Detection,High,3,2024-03-11
1467,dim_time,Outlier Detection,Medium,4,2024-02-28
1468,fact_enrolment_hea,Outlier Detection,Low,8,2024-07-22
1469,fact_student_term,Outlier Detection,Medium,6,2024-02-20
1470,dim_institution,Missing Values,Low,5,2024-01-16
1471,fact_enrolment_hea,Invalid Domain,Medium,2,2024-02-20
1472,fact_enrolment_hea,Outlier Detection,Medium,6,2024-08-11
1473,dim_institution,Invalid Domain,Low,5,2024-05-07
1474,dim_time,Outlier Detection,Medium,8,2024-06-18
1475,fact_enrolment_hea,Referential Integrity,Low,3,2024-09-23
1476,dim_student_profile,Outlier Detection,Low,5,2024-03-08
1477,fact_enrolment_hea,Duplicate Keys,Low,4,2024-04-30
1478,dim_time,Missing Values,Medium,7,2024-06-28
1479,dim_time,Referential Integrity,Low,9,2024-08-13
1480,dim_student_profile,Referential Integrity,Low,6,2024-11-23
1481,fact_enrolment_hea,Duplicate Keys,Medium,13,2024-07-09
1482,dim_time,Outlier Detection,Low,3,2024-10-27
1483,dim_institution,Missing Values,Low,7,2024-09-07
1484,fact_student_term,Referential Integrity,Low,5,2024-01-06
1485,fact_student_term,Missing Values,Low,6,2024-09-18
1486,fact_student_term,Referential Integrity,Low,11,2024-03-31
1487,fact_enrolment_hea,Outlier Detection,Low,7,2024-07-12
1488,dim_student_profile,Referential Integrity,High,4,2024-11-24
1489,dim_time,Referential Integrity,Medium,8,2024-03-04
1490,dim_institution,Invalid Domain,Low,6,2024-10-20
1491,dim_institution,Outlier Detection,Low,4,2024-08-13
1492,fact_enrolment_hea,Duplicate Keys,Low,4,2024-11-29
1493,fact_student_term,Duplicate Keys,Medium,7,2024-03-03
1494,fact_enrolment_hea,Outlier Detection,Low,8,2024-03-11
1495,dim_student_profile,Duplicate Keys,Low,3,2024-01-20
1496,dim_student_profile,Outlier Detection,High,8,2024-11-28
1497,dim_time,Duplicate Keys,Low,6,2024-09-01
1498,dim_time,Invalid Domain,Low,8,2024-03-04
1499,dim_student_profile,Duplicate Keys,High,3,2024-10-19
1500,dim_student_profile,Referential Integrity,Medium,3,2024-12-29
1501,dim_student_profile,Outlier Detection,Low,7,2024-08-12
1502,fact_enrolment_hea,Missing Values,Medium,6,2024-09-22
1503,dim_student_profile,Missing Values,Low,6,2024-06-10
1504,dim_institution,Outlier Detection,Medium,4,2024-02-14
1505,fact_student_term,Invalid Domain,Low,3,2024-11-14
1506,dim_student_profile,Duplicate Keys,Medium,7,2024-09-25
1507,fact_student_term,Invalid Domain,High,7,2024-01-25
1508,fact_enrolment_hea,Missing Values,High,7,2024-10-26
1509,fact_student_term,Outlier Detection,High,5,2024-08-12
1510,fact_enrolment_hea,Outlier Detection,Low,4,2024-03-14
1511,dim_institution,Invalid Domain,Low,4,2024-04-25
1512,fact_enrolment_hea,Invalid Domain,Low,7,2024-05-31
1513,fact_enrolment_hea,Duplicate Keys,Medium,5,2024-03-09
1514,dim_time,Referential Integrity,High,4,2024-07-20
1515,dim_student_profile,Referential Integrity,Low,3,2024-10-29
1516,dim_student_profile,Duplicate Keys,High,3,2024-03-31
1517,dim_institution,Referential Integrity,Medium,3,2024-02-19
1518,dim_institution,Missing Values,High,6,2024-10-15
1519,dim_student_profile,Referential Integrity,High,5,2024-04-01
1520,dim_time,Duplicate Keys,Low,5,2024-12-25
1521,dim_student_profile,Referential Integrity,Low,4,2024-08-22
1522,dim_time,Outlier Detection,Low,8,2024-11-11
1523,dim_institution,Invalid Domain,Low,7,2024-01-29
1524,fact_student_term,Missing Values,Medium,4,2024-06-20
1525,dim_institution,Outlier Detection,Medium,3,2024-06-21
1526,dim_institution,Outlier Detection,High,4,2024-08-23
1527,fact_enrolment_hea,Duplicate Keys,Medium,7,2024-02-11
1528,fact_enrolment_hea,Invalid Domain,Low,9,2024-05-28
1529,fact_enrolment_hea,Invalid Domain,Low,8,2024-10-14
1530,fact_enrolment_hea,Missing Values,Low,3,2024-07-31
1531,dim_time,Duplicate Keys,Low,5,2024-06-23
1532,dim_student_profile,Missing Values,Low,6,2024-04-08
1533,fact_student_term,Referential Integrity,Low,7,2024-04-29
1534,dim_institution,Outlier Detection,Low,6,2024-10-29
1535,dim_time,Missing Values,Low,5,2024-01-17
1536,fact_student_term,Outlier Detection,Medium,8,2024-01-29
1537,dim_time,Duplicate Keys,Low,7,2024-02-17
1538,dim_time,Referential Integrity,Low,4,2024-10-15
1539,dim_institution,Duplicate Keys,Low,6,2024-05-07
1540,dim_student_profile,Referential Integrity,High,9,2024-03-08
1541,fact_enrolment_hea,Referential Integrity,Low,6,2024-02-08
1542,dim_student_profile,Outlier Detection,Low,5,2024-05-12
1543,dim_institution,Duplicate Keys,Medium,4,2024-04-28
1544,dim_institution,Duplicate Keys,Medium,3,2024-11-19
1545,dim_institution,Missing Values,High,0,2024-02-21
1546,fact_student_term,Duplicate Keys,Low,6,2024-05-15
1547,dim_student_profile,Missing Values,Low,3,2024-09-03
1548,dim_student_profile,Invalid Domain,Low,4,2024-06-17
1549,dim_time,Invalid Domain,Medium,4,2024-03-10
1550,dim_time,Invalid Domain,Low,8,2024-02-05
1551,dim_time,Duplicate Keys,Low,3,2024-10-14
1552,dim_institution,Duplicate Keys,Low,4,2024-01-05
1553,dim_student_profile,Missing Values,Low,2,2024-12-25
1554,dim_institution,Referential Integrity,Low,5,2024-05-27
1555,fact_student_term,Missing Values,Medium,7,2024-08-24
1556,dim_time,Invalid Domain,Medium,9,2024-03-08
1557,dim_institution,Missing Values,Low,8,2024-08-18
1558,dim_institution,Referential Integrity,Low,10,2024-05-29
1559,fact_student_term,Duplicate Keys,Medium,6,2024-08-08
1560,fact_enrolment_hea,Missing Values,Low,14,2024-09-17
1561,dim_student_profile,Invalid Domain,Low,3,2024-09-22
1562,fact_enrolment_hea,Invalid Domain,Low,6,2024-04-23
1563,dim_time,Duplicate Keys,Medium,8,2024-06-13
1564,dim_institution,Missing Values,High,4,2024-02-25
1565,fact_student_term,Referential Integrity,Medium,6,2024-12-07
1566,fact_student_term,Duplicate Keys,Low,8,2024-12-21
1567,dim_student_profile,Missing Values,Low,9,2024-09-06
1568,fact_enrolment_hea,Outlier Detection,High,6,2024-08-30
1569,dim_student_profile,Invalid Domain,Low,9,2024-01-02
1570,dim_institution,Referential Integrity,High,1,2024-05-22
1571,dim_student_profile,Referential Integrity,High,6,2024-06-17
1572,fact_student_term,Referential Integrity,Low,6,2024-03-03
1573,fact_student_term,Invalid Domain,High,7,2024-06-02
1574,dim_time,Missing Values,Low,4,2024-12-15
1575,dim_time,Duplicate Keys,Medium,13,2024-09-11
1576,dim_institution,Missing Values,Low,3,2024-03-06
1577,fact_enrolment_hea,Duplicate Keys,Low,5,2024-10-11
1578,dim_student_profile,Referential Integrity,Medium,4,2024-07-06
1579,dim_institution,Missing Values,Medium,4,2024-07-11
1580,dim_time,Referential Integrity,Low,8,2024-10-22
1581,dim_student_profile,Outlier Detection,Medium,3,2024-01-11
1582,dim_time,Referential Integrity,Low,2,2024-06-28
1583,dim_student_profile,Referential Integrity,Low,4,2024-12-08
1584,fact_enrolment_hea,Duplicate Keys,Low,5,2024-03-30
1585,dim_institution,Outlier Detection,Low,5,2024-08-10
1586,dim_student_profile,Referential Integrity,Low,6,2024-11-30
1587,fact_student_term,Referential Integrity,Low,7,2024-08-13
1588,fact_student_term,Outlier Detection,Low,6,2024-04-12
1589,dim_student_profile,Outlier Detection,Low,4,2024-12-02
1590,dim_student_profile,Missing Values,Low,10,2024-12-20
1591,dim_student_profile,Duplicate Keys,High,7,2024-12-21
1592,fact_student_term,Outlier Detection,Low,5,2024-08-19
1593,fact_student_term,Outlier Detection,High,2,2024-09-23
1594,dim_student_profile,Invalid Domain,Medium,5,2024-10-10
1595,dim_time,Outlier Detection,Medium,4,2024-07-08
1596,dim_time,Duplicate Keys,Medium,3,2024-02-17
