Student_ID,Institution_Key,Faculty_Key,Level_Key,Domicile_Key,Time_Key,Student_Profile_Key,Entry_Points,Attendance_Rate,Year_of_Study,Progression_Flag,Completion_Flag,Risk_Score
19394,7,4,2,2,3,23,503,75.1036067834292,1,1,0,18.0
19395,9,6,2,1,5,6,316,85.95078062166826,2,1,0,10.0
19396,2,2,2,1,1,12,285,91.55154164979282,3,1,0,31.0
19397,2,3,2,2,2,23,472,98.63337910271837,2,1,0,10.0
19398,4,5,2,2,5,23,437,83.48736111597212,1,1,0,18.0
19399,3,2,2,3,3,6,452,84.23403601319782,4,1,1,16.0
19400,9,5,2,2,1,7,276,80.98150144605297,4,0,0,26.0
19401,8,5,2,2,17,5,436,82.26844514810446,3,1,0,10.0
19402,1,5,2,2,26,4,355,83.05574115912543,4,1,0,15.0
19403,6,6,2,2,3,6,368,86.18487705300909,2,1,0,10.0
19404,17,3,2,2,1,11,593,79.96434413229991,4,1,1,15.0
19405,14,5,2,2,17,18,426,80.4898478866974,2,1,0,15.0
19406,14,7,2,2,2,18,415,82.74820045906492,2,1,0,15.0
19407,11,3,2,2,3,12,521,97.8463582089074,1,1,0,23.0
19408,7,6,1,2,5,10,531,88.04654213063743,1,1,0,18.0
19409,2,5,2,2,9,6,384,90.1003919183892,2,1,0,10.0
19410,4,4,2,2,5,15,582,95.085627559058,1,1,0,18.0
19411,8,6,2,2,2,17,342,92.37921581765464,1,0,0,27.0
19412,6,7,2,2,1,7,490,64.78838431234693,1,0,0,55.0
19413,7,3,1,2,26,23,426,89.50456346189037,1,1,0,18.0
19414,5,7,2,1,3,22,552,90.79880332256478,1,1,0,18.0
19415,10,7,1,2,1,13,406,90.6811589679793,2,1,0,10.0
19416,14,5,2,2,26,7,395,86.98086920703413,4,1,1,10.0
19417,4,2,2,3,2,6,263,87.90754811128448,1,0,0,40.0
19418,12,4,2,2,3,9,280,83.00923122232739,1,1,0,34.0
19419,7,5,2,2,17,3,460,96.79130828767089,2,1,0,15.0
19420,11,5,2,2,17,8,438,87.7229913099209,4,0,0,10.0
19421,3,3,2,2,1,10,387,78.45992431797312,1,0,0,27.0
19422,11,7,1,2,5,21,584,100.0,2,1,0,15.0
19423,8,4,2,2,1,8,377,93.90358861589114,1,0,0,18.0
19424,8,2,2,2,5,6,369,81.50090762025619,1,1,0,27.0
19425,11,2,2,2,2,6,452,69.92212889022626,3,1,0,10.0
19426,14,7,2,2,17,5,444,69.88410045261034,1,0,0,18.0
19427,11,4,2,3,3,22,359,71.94352748774587,3,1,0,16.0
19428,17,5,2,2,17,22,524,81.00947638349712,3,1,0,19.0
19429,12,4,2,2,5,10,403,100.0,4,1,1,10.0
19430,2,5,1,2,1,12,448,99.95096675158076,3,1,0,15.0
19431,4,5,2,2,2,17,387,66.55156380304652,2,1,0,10.0
19432,5,4,2,2,17,13,461,82.51924330436691,2,1,0,10.0
19433,13,4,2,1,2,10,444,83.95560656113935,4,1,1,10.0
19434,6,1,1,2,17,5,490,98.91147646469994,2,1,0,10.0
19435,9,3,2,2,1,6,398,86.82175773371029,4,1,1,10.0
19436,7,3,2,2,26,22,382,73.77487570984806,1,0,0,18.0
19437,11,3,2,2,1,2,493,91.90222295513972,1,1,0,18.0
19438,12,4,2,3,17,22,433,86.8298296709889,3,1,0,25.0
19439,9,4,2,3,5,7,345,98.87733311726625,1,1,0,24.0
19440,5,4,1,2,1,7,323,75.60177289110113,2,1,0,10.0
19441,11,2,2,3,3,3,336,96.34741216635526,2,1,0,21.0
19442,1,6,2,2,5,1,366,93.80213122200264,1,1,0,18.0
19443,5,3,2,3,5,17,452,82.6780415125955,4,1,1,16.0
19444,1,3,2,2,5,23,290,76.24158608950265,2,0,0,35.0
19445,15,5,2,2,2,5,325,86.07650816014677,2,1,0,10.0
19446,2,2,2,2,9,6,467,89.18399213926213,4,1,1,10.0
19447,6,2,2,2,9,7,429,79.33131471720601,4,1,1,10.0
19448,8,2,2,3,26,11,464,81.33952383228309,4,1,1,21.0
19449,4,1,2,2,5,1,352,86.67400447896472,2,1,0,10.0
19450,1,4,2,2,9,12,454,64.92058484962406,4,1,1,43.0
19451,7,3,1,2,26,18,366,66.22457833097971,1,1,0,23.0
19452,9,2,2,1,2,2,301,87.04625960175935,3,0,0,10.0
19453,3,7,2,2,5,9,496,76.70471952671392,1,1,0,18.0
19454,4,4,2,2,3,2,407,84.34630753048398,4,1,1,19.0
19455,11,2,2,2,2,15,546,71.06883945395899,1,1,0,18.0
19456,9,5,2,3,26,18,492,93.75508061294624,2,1,0,21.0
19457,1,1,2,1,2,2,501,73.55760555048644,1,1,0,18.0
19458,13,2,2,2,3,3,442,64.3104771509453,2,0,0,43.0
19459,5,4,1,2,2,6,313,82.12455247665126,1,1,0,18.0
19460,16,4,1,2,26,17,433,91.64661729491462,1,1,0,18.0
19461,4,5,2,2,3,3,429,100.0,2,1,0,15.0
19462,17,4,2,2,3,9,369,90.32929384073796,2,1,0,10.0
19463,9,1,1,2,2,17,406,76.95063138074266,2,1,0,10.0
19464,13,7,2,2,3,7,362,87.32265089613703,3,1,0,10.0
19465,6,5,2,3,1,17,213,75.32928617026882,2,1,0,32.0
19466,13,2,2,2,2,5,616,97.07481558635472,4,1,1,10.0
19467,4,5,2,1,5,17,444,79.56646614271256,1,1,0,18.0
19468,17,1,1,2,3,5,366,94.25550563702753,2,1,0,19.0
19469,4,6,2,2,2,8,417,97.73367148772492,3,0,0,10.0
19470,1,3,2,2,5,13,369,87.60532890726222,4,1,1,10.0
19471,12,5,2,2,3,7,423,92.7134224344262,2,1,0,10.0
19472,11,4,2,3,5,3,416,84.6763660421931,2,1,0,21.0
19473,6,3,2,2,17,5,276,97.45576791313977,1,1,0,34.0
19474,14,5,2,3,3,22,512,80.79581517856697,1,1,0,24.0
19475,3,6,2,2,17,5,318,83.92829432151709,2,0,0,19.0
19476,7,4,2,3,26,12,472,80.9960731988753,3,0,0,21.0
19477,9,2,2,2,26,7,282,88.32228229318785,4,1,1,26.0
19478,6,6,2,2,2,5,421,83.90639082704374,1,1,0,18.0
19479,8,5,2,2,9,1,442,92.90079369555106,1,1,0,18.0
19480,1,4,2,2,17,7,428,90.11487792931408,2,1,0,10.0
19481,4,1,2,2,17,7,569,95.12882692045643,2,1,0,10.0
19482,5,5,2,1,26,14,234,92.0257942349507,1,1,0,39.0
19483,13,4,2,3,17,6,263,94.86286534960996,2,0,0,32.0
19484,6,2,2,2,9,22,302,95.66153408085326,2,1,0,19.0
19485,6,5,2,2,5,2,341,88.31330644683331,4,1,1,19.0
19486,5,5,2,2,5,17,355,70.27738331881504,2,1,0,19.0
19487,10,3,2,3,9,6,368,100.0,3,1,0,16.0
19488,13,5,2,2,17,22,282,77.548090297371,2,1,0,26.0
19489,4,4,2,2,17,24,439,80.16256625445517,3,1,0,15.0
19490,6,3,2,2,17,23,433,75.69708550104241,4,1,1,10.0
19491,3,5,2,2,1,12,357,83.23512743294876,1,0,0,23.0
19492,9,3,2,2,2,14,381,84.84177637016636,2,0,0,24.0
19493,4,4,1,1,3,5,352,73.66242648644494,3,1,0,10.0
19494,8,5,2,2,9,18,332,84.04651926926333,1,1,0,23.0
19495,8,3,2,2,9,8,321,79.16080749046738,3,1,0,10.0
19496,15,5,2,2,1,18,389,78.68182357149095,2,1,0,24.0
19497,7,6,2,2,9,5,520,75.44259540092155,1,1,0,18.0
19498,6,7,2,2,9,13,276,83.04085561969818,1,0,0,43.0
19499,4,3,2,2,1,13,335,89.63696521905126,3,1,0,10.0
19500,1,5,2,2,9,22,401,77.08341704520797,1,1,0,18.0
19501,5,5,2,2,17,10,418,65.2351396500943,2,1,0,10.0
19502,7,1,1,2,1,17,250,70.10170885101394,1,0,0,43.0
19503,12,4,2,3,2,6,494,66.46561907114534,4,0,0,16.0
19504,10,5,1,2,26,6,309,82.25730814102627,4,1,1,10.0
19505,8,3,2,2,17,2,436,80.38993324084976,1,0,0,18.0
19506,1,3,2,1,17,1,386,82.77059294404984,1,1,0,18.0
19507,9,5,2,2,3,7,440,69.70671071612341,3,1,0,10.0
19508,12,2,1,2,1,17,498,75.01367242579131,4,1,1,10.0
19509,13,1,2,2,26,12,284,82.82348068735564,3,0,0,31.0
19510,7,3,2,2,9,7,330,80.17883126229745,4,1,1,10.0
19511,7,7,2,2,26,13,433,88.95247181597658,2,1,0,10.0
19512,9,4,2,2,2,6,449,87.55272339881026,1,0,0,18.0
19513,11,7,2,3,5,2,357,88.1290920240268,3,1,0,16.0
19514,7,5,2,2,17,18,338,77.47871722996186,2,0,0,24.0
19515,3,3,2,2,1,7,413,77.01813520137425,4,1,1,10.0
19516,1,2,2,2,1,6,400,78.89556645183474,2,1,0,19.0
19517,4,4,2,2,26,6,372,81.42999079935525,2,1,0,10.0
19518,1,5,2,2,3,12,415,86.20306681426996,2,1,0,15.0
19519,15,4,1,3,2,19,269,98.63416281310222,1,1,0,40.0
19520,4,3,2,1,5,6,444,100.0,1,1,0,18.0
19521,2,3,2,2,2,18,541,87.84333094631343,3,1,0,15.0
19522,13,3,2,2,1,7,387,92.07940107809117,1,1,0,27.0
19523,1,3,2,2,9,7,373,87.52181553795255,2,1,0,10.0
19524,12,3,2,2,5,12,373,91.68054888621576,3,1,0,15.0
19525,15,1,2,2,1,7,496,82.94108322571165,2,1,0,10.0
19526,3,3,2,3,3,1,454,87.76059085722667,4,1,1,16.0
19527,12,8,2,3,5,10,402,59.91169281314784,3,0,0,44.0
19528,9,4,2,2,1,15,562,81.10117597813729,4,1,1,19.0
19529,11,4,2,2,3,10,352,79.8618017086288,2,0,0,10.0
19530,9,2,2,2,9,1,523,56.65687904574989,3,1,0,47.0
19531,6,4,2,2,3,2,362,91.1371245822222,1,0,0,18.0
19532,12,3,2,1,2,3,410,73.78972198812221,1,1,0,23.0
19533,8,5,2,2,26,17,402,80.13662081484381,1,1,0,18.0
19534,13,4,2,2,2,18,527,81.0459732552689,1,1,0,23.0
19535,3,2,2,2,1,18,347,76.35551643036564,1,0,0,32.0
19536,1,8,2,2,1,10,458,75.56634978485921,2,1,0,10.0
19537,12,4,2,2,17,8,266,69.43371128250392,2,1,0,26.0
19538,8,3,2,2,2,5,443,77.47847373849407,4,1,1,10.0
19539,6,3,2,1,5,17,395,88.63512353327064,1,0,0,18.0
19540,12,5,2,2,9,8,386,82.90911823938875,2,0,0,10.0
19541,2,4,2,2,17,10,472,95.77846048362368,4,1,1,10.0
19542,11,1,1,1,17,11,442,70.83456745791302,1,1,0,23.0
19543,12,1,2,2,17,6,412,78.73981735807305,2,1,0,19.0
19544,8,8,2,2,1,17,406,80.25231764880989,1,1,0,27.0
19545,9,3,2,2,26,23,504,93.59921759119298,2,1,0,10.0
19546,4,6,2,2,3,8,340,85.1208428095096,2,0,0,19.0
19547,13,6,2,1,5,6,348,89.16788376596682,1,1,0,18.0
19548,6,3,2,2,1,2,461,91.0160596876909,4,1,1,10.0
19549,6,5,2,2,9,6,384,89.33634616142129,4,1,1,19.0
19550,1,5,2,2,1,9,435,73.51410832036392,3,1,0,10.0
19551,6,2,2,2,26,13,366,78.7815367015956,3,1,0,10.0
19552,13,7,1,2,1,10,379,84.07319920688518,3,1,0,10.0
19553,15,7,2,3,1,5,365,96.49236561006695,2,1,0,16.0
19554,6,4,2,3,2,10,460,94.89177496418314,3,0,0,16.0
19555,8,6,2,2,9,2,388,89.4961806947395,4,1,1,10.0
19556,3,5,2,2,17,10,379,81.61790264900588,1,1,0,18.0
19557,12,7,2,2,9,3,367,79.8146037791307,2,0,0,24.0
19558,11,1,2,2,9,8,375,99.42932165256876,3,1,0,10.0
19559,12,6,1,2,2,7,435,100.0,2,1,0,10.0
19560,4,5,2,2,3,12,460,82.00793731190672,2,1,0,15.0
19561,1,4,2,1,1,7,433,80.81511197592256,2,1,0,10.0
19562,8,3,2,2,5,1,292,88.51880655411769,4,1,1,26.0
19563,6,5,2,2,17,7,499,83.45185475819602,3,1,0,10.0
19564,5,3,2,2,3,10,497,84.25359019257054,2,1,0,10.0
19565,13,7,1,2,26,5,429,74.34367564742347,2,0,0,10.0
19566,3,7,2,2,1,15,466,75.60752713786628,1,1,0,18.0
19567,13,7,2,2,17,6,476,78.2910511251462,4,0,0,10.0
19568,6,7,2,2,5,3,303,92.92338629925293,2,1,0,15.0
19569,3,2,2,3,1,12,445,97.15807941365672,2,0,0,21.0
19570,3,1,2,2,26,10,368,77.07581174848337,3,1,0,10.0
19571,16,2,2,1,2,12,340,66.7894243874614,1,1,0,23.0
19572,4,3,1,2,3,17,374,79.19056607695886,1,0,0,18.0
19573,11,7,2,2,1,7,476,81.21450419389528,1,1,0,18.0
19574,4,1,2,2,17,18,457,74.10332512624919,2,1,0,15.0
19575,14,5,2,1,9,3,437,72.82629435301746,1,1,0,23.0
19576,11,6,2,3,5,9,400,76.36101539157137,2,1,0,16.0
19577,6,4,2,2,1,20,394,74.04272832741351,1,1,0,18.0
19578,12,2,2,2,17,5,463,94.2407579008641,2,0,0,10.0
19579,13,4,2,2,9,18,440,94.71532643011317,1,0,0,23.0
19580,5,3,2,2,17,19,507,82.27692847924817,3,1,0,10.0
19581,12,4,2,3,1,18,303,85.37877084519543,1,1,0,29.0
19582,12,4,2,2,26,17,266,86.02581624421863,2,1,0,26.0
19583,13,3,2,2,9,6,404,79.30501959473693,1,1,0,18.0
19584,4,4,2,2,9,12,267,88.24591356475074,2,0,0,40.0
19585,3,3,2,2,17,5,323,85.0712795295055,3,1,0,10.0
19586,5,2,2,2,2,7,309,69.21064699361875,1,1,0,18.0
19587,5,4,1,3,1,2,396,84.03048772274207,4,1,1,16.0
19588,9,1,2,2,2,3,346,96.5579118363862,3,1,0,15.0
19589,11,4,2,2,3,8,402,90.68729149525797,3,1,0,10.0
19590,13,6,2,1,26,4,474,75.44233473614571,1,0,0,23.0
19591,8,7,1,3,2,9,408,81.18306942490844,1,1,0,24.0
19592,1,4,2,2,17,4,355,88.28681741754063,4,1,1,15.0
19593,2,3,1,2,1,5,393,94.01967414496426,2,1,0,10.0
19594,3,5,2,3,2,15,376,86.42490838781755,1,0,0,33.0
19595,6,5,1,2,3,18,571,90.68189898157878,1,1,0,23.0
19596,4,2,2,3,5,9,470,86.64916718536777,3,1,0,16.0
19597,1,7,2,2,3,10,235,97.33905820183234,1,0,0,34.0
19598,12,5,2,2,9,11,418,75.38100658511532,1,1,0,23.0
19599,10,4,2,2,1,8,445,69.81604903858761,3,1,0,10.0
19600,13,3,2,2,9,6,562,70.41450534432735,4,1,1,10.0
19601,6,4,1,2,2,1,385,94.13093938549918,1,1,0,18.0
19602,3,2,2,2,2,6,513,88.64139536616842,1,1,0,18.0
19603,6,7,2,2,3,2,399,89.02928951746851,2,0,0,19.0
19604,4,5,1,2,3,15,353,76.82661668207416,3,1,0,10.0
19605,11,3,1,2,17,1,270,82.76277432413802,2,1,0,26.0
19606,17,2,2,2,26,4,609,79.8114403027858,2,0,0,24.0
19607,9,8,2,2,17,7,302,84.2935792277169,1,1,0,18.0
19608,3,3,2,2,9,3,421,90.663347393065,2,1,0,24.0
19609,9,5,2,2,17,4,372,81.36392468484786,2,1,0,15.0
19610,2,7,1,2,3,17,488,84.04384501928841,1,1,0,18.0
19611,11,5,1,2,1,7,417,83.95360554798953,4,1,1,10.0
19612,1,5,2,2,17,2,301,91.83053677978585,1,1,0,18.0
19613,13,4,2,2,5,13,500,93.37262540564043,1,1,0,18.0
19614,14,2,2,2,26,4,511,85.93321911083983,1,1,0,23.0
19615,13,7,2,3,3,16,454,75.15185193232257,1,1,0,24.0
19616,11,3,2,2,1,7,323,80.92617164691436,1,1,0,18.0
19617,3,3,1,2,2,1,201,77.56289606620496,1,0,0,34.0
19618,4,7,2,2,17,22,347,81.19142397096516,1,1,0,18.0
19619,13,1,2,2,3,3,260,86.54892702909834,1,1,0,39.0
19620,8,6,2,1,2,13,540,64.25495831851661,2,0,0,38.0
19621,8,5,2,2,2,4,385,88.91264383975331,3,1,0,15.0
19622,13,1,2,3,9,13,471,85.28958336113752,1,1,0,24.0
19623,6,2,2,2,9,10,437,72.17739515676158,1,1,0,18.0
19624,9,4,2,2,1,1,369,76.87341747479914,2,1,0,10.0
19625,11,6,1,2,3,17,394,81.1085880794828,2,1,0,10.0
19626,12,5,2,2,1,1,443,63.14342203489339,3,0,0,38.0
19627,11,4,2,2,3,3,450,81.45657060004874,4,1,1,15.0
19628,13,3,2,2,5,5,439,69.73126391193827,3,1,0,10.0
19629,9,3,2,2,26,2,344,100.0,1,1,0,18.0
19630,3,1,2,2,26,2,388,85.99712575313903,1,1,0,18.0
19631,1,1,2,2,3,11,290,79.2336885966464,1,0,0,39.0
19632,3,5,2,2,9,22,308,74.36055840511249,4,1,1,10.0
19633,8,1,2,1,17,2,381,81.50473377944142,2,1,0,19.0
19634,12,2,2,3,1,22,276,80.48837044773944,1,1,0,40.0
19635,11,7,2,2,5,17,473,65.90267563227525,4,1,1,10.0
19636,4,2,1,2,26,16,399,100.0,3,1,0,10.0
19637,6,5,1,3,3,21,522,98.56170487353062,1,1,0,29.0
19638,7,1,2,2,9,18,536,86.71989552628287,2,1,0,15.0
19639,9,1,1,1,9,14,474,93.34932588279996,2,1,0,15.0
19640,9,3,2,1,9,13,359,74.69739211598997,2,1,0,10.0
19641,1,6,2,2,1,7,391,85.32439928018417,2,0,0,19.0
19642,5,7,1,1,17,12,433,77.61292509113238,3,0,0,15.0
19643,8,2,2,2,2,7,429,87.27503861742021,1,0,0,18.0
19644,8,3,2,2,1,6,505,83.53972937314732,1,1,0,18.0
19645,3,7,2,2,17,4,390,63.12430707641458,2,1,0,52.0
19646,13,2,1,2,9,8,332,82.22797412777687,2,1,0,10.0
19647,4,4,1,2,3,12,252,77.09639648322235,4,1,1,31.0
19648,3,1,1,3,5,1,446,74.30128858523291,1,1,0,24.0
19649,12,3,2,2,17,10,452,77.25283896262046,1,1,0,27.0
19650,2,3,2,2,3,6,435,72.75089656843329,1,1,0,18.0
19651,12,8,2,3,1,10,392,77.47366330199353,1,1,0,24.0
19652,5,7,2,3,1,10,339,97.84875531087802,3,1,0,16.0
19653,6,6,1,2,9,7,350,59.81067596179128,3,1,0,38.0
19654,5,2,2,2,5,6,409,93.75939367400292,2,0,0,10.0
19655,13,5,2,2,26,5,436,85.31108130816935,3,1,0,10.0
19656,2,4,2,2,26,6,409,94.90384425718749,1,1,0,18.0
19657,11,3,2,2,1,5,471,91.21852208216556,1,1,0,18.0
19658,5,4,2,2,3,17,370,71.46540069353405,1,1,0,18.0
19659,2,5,2,3,5,6,346,87.30427853118864,2,0,0,16.0
19660,7,3,2,2,3,7,357,86.50210086702623,2,1,0,10.0
19661,5,6,2,2,5,17,200,100.0,2,0,0,26.0
19662,2,4,2,2,5,2,284,78.34977275039077,1,1,0,34.0
19663,7,3,2,2,1,7,279,100.0,1,1,0,34.0
19664,7,8,2,2,3,5,439,71.2045859710379,1,1,0,18.0
19665,8,4,2,2,1,4,290,81.99984174972491,1,0,0,39.0
19666,17,4,2,2,5,10,311,82.04985529798671,2,1,0,10.0
19667,12,3,2,2,17,10,507,82.90850374412979,1,1,0,18.0
19668,11,6,2,2,9,10,555,83.2838458971455,2,1,0,19.0
19669,6,2,1,2,5,10,484,100.0,1,1,0,18.0
19670,7,4,2,3,17,1,419,76.47542137143091,1,0,0,24.0
19671,17,7,2,2,5,17,421,78.50181960359028,1,1,0,18.0
19672,4,2,2,2,17,4,412,100.0,4,1,1,15.0
19673,10,3,2,2,3,8,555,86.96054960978583,2,1,0,10.0
19674,7,2,2,2,26,17,389,71.51277355398601,1,0,0,18.0
19675,12,8,2,2,2,7,309,86.87747097535936,4,1,1,10.0
19676,8,2,2,2,5,5,417,81.86358995088342,1,0,0,18.0
19677,1,7,2,2,2,17,424,87.40616165486696,1,1,0,18.0
19678,1,4,2,1,5,2,393,84.02323055733804,2,1,0,10.0
19679,2,5,1,3,3,6,374,85.70691138513037,1,1,0,33.0
19680,1,7,2,3,3,22,478,81.87388737003612,3,1,0,16.0
19681,4,4,2,2,17,6,566,86.89449195426981,2,1,0,19.0
19682,5,1,2,2,5,10,531,79.3714762582979,3,1,0,10.0
19683,1,1,2,2,3,17,281,85.03782081561698,2,1,0,26.0
19684,12,2,2,2,3,8,470,99.97717237038717,1,1,0,18.0
19685,13,4,2,2,5,10,449,80.26011030615999,3,1,0,10.0
19686,3,3,2,2,17,6,375,88.46685847269991,1,1,0,18.0
19687,2,5,2,2,17,6,424,93.4062962622144,4,1,0,10.0
19688,9,4,2,3,17,12,240,79.67262974768468,4,1,1,37.0
19689,14,5,2,3,17,17,392,80.31394514672887,3,1,0,16.0
19690,12,3,2,1,26,3,536,72.06191796891625,2,1,0,24.0
19691,3,7,2,3,5,18,365,97.68322771084875,2,1,0,21.0
19692,6,3,1,2,1,23,285,63.40210749052012,3,1,0,63.0
19693,12,5,2,2,26,17,483,76.79415423223584,1,1,0,18.0
19694,4,5,2,2,3,19,453,63.79986989015536,1,0,0,46.0
19695,8,8,1,2,26,6,484,82.09360561459143,1,1,0,18.0
19696,17,2,2,2,1,8,369,72.83671595276634,4,1,1,10.0
19697,7,3,2,2,1,12,334,71.98908691962531,1,1,0,23.0
19698,9,6,2,2,1,5,308,77.58569913175106,1,1,0,27.0
19699,4,3,1,2,17,2,390,79.8241483747944,2,1,0,19.0
19700,5,7,2,2,3,10,471,80.79429365377851,3,1,0,10.0
19701,9,3,2,2,26,19,408,74.34675132485316,4,1,1,10.0
19702,9,1,2,3,26,18,544,76.04984313573195,1,0,0,29.0
19703,8,2,2,1,5,1,305,88.25145933949922,4,1,1,10.0
19704,11,7,2,2,26,7,404,66.33800204881086,1,0,0,18.0
19705,3,7,2,2,3,3,353,79.84033781464487,1,1,0,23.0
19706,4,2,2,2,17,7,493,89.0317759803599,2,1,0,10.0
19707,11,5,2,2,5,3,558,88.63894228344357,1,0,0,23.0
19708,10,4,2,2,26,17,378,88.97840434136376,2,1,0,10.0
19709,8,5,2,3,5,7,265,70.72654981501846,1,0,0,40.0
19710,13,5,2,3,2,5,460,100.0,2,1,0,25.0
19711,8,2,2,2,5,10,416,92.3422144933568,1,1,0,18.0
19712,7,6,2,2,1,15,474,93.145620989634,4,1,1,10.0
19713,7,4,2,2,17,9,505,84.86861744391557,2,1,0,10.0
19714,6,7,2,3,1,12,414,75.81933042142465,2,1,0,21.0
19715,8,2,1,2,2,7,325,85.82706456957263,2,1,0,10.0
19716,12,2,2,2,1,6,384,91.8522848277614,4,1,1,10.0
19717,5,1,2,2,2,4,396,74.69643350271616,4,1,1,15.0
19718,10,2,2,2,5,22,368,63.09727366657282,1,0,0,46.0
19719,14,6,2,2,3,17,590,76.04455609186542,1,1,0,18.0
19720,4,8,2,2,17,5,459,63.43520551060698,1,1,0,46.0
19721,12,7,2,3,3,13,407,100.0,3,1,0,16.0
19722,7,5,2,2,17,6,200,94.56453524699936,3,1,0,26.0
19723,2,2,2,3,17,15,348,87.88788451450165,3,1,0,25.0
19724,15,6,2,2,1,7,457,83.13664942925453,3,1,0,10.0
19725,3,6,2,2,1,10,448,85.7493744297318,1,1,0,18.0
19726,2,4,2,2,3,14,374,94.29315363751633,4,0,0,15.0
19727,6,1,2,2,9,15,460,87.13274279241374,4,0,0,10.0
19728,7,5,2,2,2,17,397,74.06164634177944,3,1,0,10.0
19729,12,5,2,2,1,15,409,84.3231628804096,1,1,0,18.0
19730,1,5,2,2,1,15,296,78.75291887226723,1,0,0,34.0
19731,13,6,2,2,1,17,588,68.10680858389401,1,0,0,18.0
19732,11,4,1,2,5,7,440,73.63783952197421,2,1,0,10.0
19733,13,5,1,2,3,18,372,87.00634177283042,1,1,0,23.0
19734,1,4,1,2,3,22,429,73.81094348921948,3,1,0,10.0
19735,4,2,2,2,1,3,448,84.6811056137304,1,1,0,23.0
19736,12,5,2,2,5,17,582,85.95920000827363,2,1,0,10.0
19737,8,2,2,2,1,23,429,68.16923917270766,4,1,1,10.0
19738,8,5,2,2,2,6,475,69.1958538679001,1,1,0,27.0
19739,1,3,2,2,5,7,297,95.90040738932294,2,1,0,26.0
19740,8,7,2,1,1,5,503,100.0,3,1,0,10.0
19741,2,4,1,2,17,6,500,91.75774955596252,1,1,0,27.0
19742,2,4,1,2,9,2,492,85.80897026635212,1,1,0,18.0
19743,1,5,1,2,17,10,286,65.32725857816477,1,0,0,34.0
19744,1,2,2,2,9,10,487,88.52084974873195,1,0,0,18.0
19745,3,4,2,3,5,5,397,76.46011999431244,1,0,0,33.0
19746,12,5,2,2,17,2,602,81.1048115528261,2,1,0,10.0
19747,2,5,2,2,2,7,401,76.6081881199731,3,1,0,10.0
19748,9,2,2,2,17,13,432,77.44313004850605,3,1,0,19.0
19749,11,3,1,2,3,10,322,74.9262375289748,4,1,1,10.0
19750,10,7,2,2,9,6,391,88.54632972649334,4,1,1,19.0
19751,11,3,2,2,9,5,373,88.82618427732622,1,1,0,18.0
19752,11,3,2,2,1,16,476,67.83232464654998,2,0,0,10.0
19753,7,1,2,2,2,7,459,91.3052987825522,3,1,0,19.0
19754,12,2,2,3,9,2,543,94.68446233095617,2,1,0,16.0
19755,4,7,2,2,9,10,519,86.24213253866694,1,1,0,18.0
19756,4,1,2,3,1,5,564,90.3515127697955,1,1,0,24.0
19757,8,3,2,1,2,2,304,69.74170941212496,1,1,0,18.0
19758,11,4,2,2,17,5,345,85.46770835403088,3,1,0,10.0
19759,8,5,2,2,5,7,456,88.84408937980078,2,1,0,10.0
19760,11,4,2,2,17,17,410,79.8751207047864,1,1,0,27.0
19761,3,5,2,2,3,2,404,72.51374098324577,2,1,0,10.0
19762,6,7,2,2,3,16,466,80.2115218734065,2,1,0,19.0
19763,1,4,2,3,9,18,578,83.43484586878905,2,1,0,21.0
19764,14,1,2,2,3,10,344,92.02663325544214,1,1,0,18.0
19765,7,7,2,1,5,7,551,73.63836638817774,2,1,0,10.0
19766,2,2,2,1,9,10,403,76.71833086062823,2,0,0,19.0
19767,12,4,2,2,1,3,357,82.99392337011543,1,1,0,23.0
19768,14,5,2,2,3,10,467,94.92593905823232,1,1,0,18.0
19769,4,2,2,1,1,7,482,83.9934960160581,3,1,0,10.0
19770,12,5,2,2,26,6,488,87.24545537051354,1,0,0,18.0
19771,1,4,2,2,26,6,456,99.83846560707492,4,0,0,19.0
19772,5,6,2,2,26,17,345,86.1520396078288,2,1,0,19.0
19773,6,3,2,2,1,17,411,94.9857461314774,1,1,0,18.0
19774,5,2,1,2,26,7,334,92.07664580168216,2,1,0,10.0
19775,8,5,1,2,17,2,331,85.67891771534593,2,0,0,19.0
19776,7,5,2,2,26,6,436,95.4949606147273,3,1,0,19.0
19777,11,3,2,2,9,6,564,65.79917037670259,3,1,0,10.0
19778,12,7,2,1,2,7,483,74.32054925237422,2,1,0,19.0
19779,4,2,2,2,17,2,439,74.72135896257517,1,1,0,18.0
19780,7,1,1,2,2,2,276,74.63954832521405,4,1,1,26.0
19781,6,2,1,2,9,7,514,82.39084054194045,3,1,0,10.0
19782,3,5,2,2,9,7,415,84.43810209812484,2,1,0,10.0
19783,9,7,2,2,5,12,444,92.10077738981028,1,0,0,23.0
19784,8,8,2,3,17,17,465,82.95116177234436,1,1,0,24.0
19785,9,5,2,2,2,12,435,88.65046100452284,2,1,0,15.0
19786,9,5,1,2,26,1,200,85.40757993772392,1,0,0,34.0
19787,12,4,2,2,9,17,587,80.72886250189471,1,1,0,18.0
19788,16,7,2,2,26,6,410,70.9468090261142,1,1,0,18.0
19789,2,3,1,2,2,2,406,81.28039171861697,2,1,0,10.0
19790,8,7,2,2,1,12,424,86.5649445076007,1,1,0,32.0
19791,12,5,2,2,17,3,291,100.0,2,1,0,31.0
19792,11,4,1,2,3,15,511,82.01326884295402,4,1,1,10.0
